State,name,lat,long,test,link
AL,Hollins WMA Checkstation,33.1157,-86.1468,Voluntary,https://maps.app.goo.gl/4EVeuJvDa2Cu3fv7A
AL,East Alabama Deer Processing,33.16816,-85.37133,Voluntary,https://maps.app.goo.gl/J8gEotrNcpWGdiUp8
AL,Oakmulgee WMA Check Station,32.95645,-87.45954,Voluntary,https://maps.app.goo.gl/NV5nmqB3NCSB8zG77
AL,Talladega NF - Oakmulgee District Ranger Offic,32.95274,-87.17419,Voluntary,https://maps.app.goo.gl/HsBRr8nLLqoVs8Gi6
AL,Marion Fish Hatchery,32.69211,-87.25995,Voluntary,https://maps.app.goo.gl/ewWc8HsPeB24U6e57
AL,USDA Service Center,32.6443,-85.3726,Voluntary,https://maps.app.goo.gl/mfALTjWD4r3Hy1Y3A
AL,Demopolis WFF Office,32.50413,-87.82557,Voluntary,https://maps.app.goo.gl/SzbiC7JJ9uxjGFd38
AL,Central Alabama Farmers Cooperative,32.43293,-87.0605,Voluntary,https://maps.app.goo.gl/r1fagdV8p1v7CsYd8
AL,Ace Hardware,32.29373,-87.7951,Voluntary,https://maps.app.goo.gl/BiR5fsvL6YBq7AL68
AL,Lowndes WMA Check Station,32.21475,-86.44312,Voluntary,https://maps.app.goo.gl/GUEnNxzoMEe73wqH9
AL,Village Jewelry and Sports,32.09096,-88.2206,Voluntary,https://maps.app.goo.gl/kUKdQzA8AWqkGmpx6
AL,Barbour WMA,31.99552,-85.45937,Voluntary,https://maps.app.goo.gl/oJ6FLNMrxRmi4emb7
AL,G & D Outdoors,31.73676,-87.76549,Voluntary,https://maps.app.goo.gl/enk9jXKsGhqwN8zYA
AL,Rocko's,31.63715,-86.59986,Voluntary,https://maps.app.goo.gl/WLqNg2aSJg9twoha6
AL,River Legend Outfitters,31.10658,-88.23956,Voluntary,https://maps.app.goo.gl/dDGfGvfPg6MCfXfV6
AL,Brewton Feed & Seed,31.08209,-87.10825,Voluntary,https://maps.app.goo.gl/jeSK61QVb1BSAw4L7
AL,Geneva State Forest WMA Check Station,31.11748,-86.16452,Voluntary,https://maps.app.goo.gl/235ZrR8ZZoBSHSRm8
AL,District IV WFF Office,31.26844,-85.8161,Voluntary,https://maps.app.goo.gl/GErWdUD8ALY6aE1A9
AL,National Guard Armory,31.09803,-85.70682,Voluntary,https://maps.app.goo.gl/cJb3Ge5F94hJLTTa9
AL,Fadette Convenience Store,31.04491,-85.53748,Voluntary,https://maps.app.goo.gl/KkWrqGiPy9sMcPGM7
AL,Rehobeth True Value,31.09683,-85.4447,Voluntary,https://maps.app.goo.gl/e1M4qZoFyYCLmUeq6
AL,Cottonwood Hardware,31.05242,-85.30269,Voluntary,https://maps.app.goo.gl/guKWHVphPbn9yCsA8
AL,Ashford True Value,31.17303,-85.2277,Voluntary,https://maps.app.goo.gl/YwiZGp2vMmSPXpFEA
MI,Lincoln Field Office,44.68503,-83.40389,Voluntary,https://maps.app.goo.gl/4D7oyjSdVSRvB21E6
MI,Curran,44.72752,-83.80818,Voluntary,https://maps.app.goo.gl/5sPxDzbrCfu2u36d7
MI,Alpena Field Office,45.06093,-83.55777,Voluntary,https://maps.app.goo.gl/mLLgxA8MktxLnaVq7
MI,Posen,45.26036,-83.69859,Voluntary,https://maps.app.goo.gl/cLmwuwk19vDWjv7V6
MI,Bellaire Field Office,44.97576,-85.19798,Voluntary,https://maps.app.goo.gl/gcajPnrCRuvkEqKTA
MI,Standish Field Office,43.99716,-83.97223,Voluntary,https://maps.app.goo.gl/yadvSFmAq3vBwz7p7
MI,Platte River Fish Hatchery,44.66418,-85.93677,Voluntary,https://maps.app.goo.gl/uWaKAta7zSz5noC1A
MI,Young State Park,45.22929,-85.03384,Voluntary,https://maps.app.goo.gl/Qd9hgDB8KA4UyRgx9
MI,Indian River Field Office,45.39669,-84.62822,Voluntary,https://maps.app.goo.gl/uWwwBVRgpeHbgvsB6
MI,Cheboygan Field Office,45.6453,-84.47288,Voluntary,https://maps.app.goo.gl/KFK7nWbY2isRTZjJ6
MI,Rose Lake Field Office,42.79858,-84.49757,Voluntary,https://maps.app.goo.gl/yEShfCBgLp2HzakK6
MI,Grayling Field Office,44.7132,-84.70391,Voluntary,https://maps.app.goo.gl/kmHXTfMH9jayExUz7
MI,Norway Field Office,45.8572,-87.9176,Voluntary,https://maps.app.goo.gl/Rjw3hxnhQ9auv7kt6
MI,Eaton Conservation District,42.58355,-84.84123,Voluntary,https://maps.app.goo.gl/koiytSHc6yfCEW3G9
MI,Oden Fish Hatchery,45.42334,-84.83137,Voluntary,https://maps.app.goo.gl/xJX2GzYscZ1M4YfT7
MI,Petoskey State Park,45.35592,-84.91326,Voluntary,https://maps.app.goo.gl/ocHGu2qhDeG3MTm97
MI,Traverse City Customer Service Center,44.95031,-85.50502,Voluntary,https://maps.app.goo.gl/m53WJZM4pe21Z6Mm8
MI,Ithaca Dept of Public Works,43.29031,-84.61088,Voluntary,https://maps.app.goo.gl/9fQu5VBU4VuEPpbV6
MI,Jerome Country Market,42.05552,-84.47803,Voluntary,https://maps.app.goo.gl/LVC482c7oMRzEiCg8
MI,Lost Nation State Game Area Barn,41.84362,-84.49561,Voluntary,https://maps.app.goo.gl/2bRgbREMN7H8DBch9
MI,Lansing CSC,42.68102,-84.50822,Voluntary,https://maps.app.goo.gl/Gpz6mCyNzf2HUhB27
MI,Flat River Field Office,43.10977,-85.20851,Voluntary,https://maps.app.goo.gl/8KPcqZ4iEcK4Veqh7
MI,East Tawas State Harbor Dock,44.27803,-83.48912,Voluntary,https://maps.app.goo.gl/AaywXgQbYj1H6x8q7
MI,Morbark,43.52027,-84.90578,Voluntary,https://maps.app.goo.gl/tZ7BA2XPe7aJoHtT6
MI,Smith & Sons Meat Processing,43.6044,-84.74686,Voluntary,https://maps.app.goo.gl/fPEZPrPDX1jngA3R9
MI,Chip-A-Waters,43.59714,-84.78268,Voluntary,https://maps.app.goo.gl/WKw451ktkA6DZKfF7
MI,Waterloo Wildlife Office,42.32897,-84.20164,Voluntary,https://maps.app.goo.gl/PpGNdeK2LibSzEHMA
MI,Jerome Country Market,42.05552,-84.47803,Voluntary,https://maps.app.goo.gl/px3Jv18jmCRZnSGG8
MI,Kalkaska Field Office,44.72992,-85.18635,Voluntary,https://maps.app.goo.gl/6EqTB64Tt3pEjbsWA
MI,Lowell Twp. Hall,42.9119,-85.34947,Voluntary,https://maps.app.goo.gl/yyn3oEfCkTf1w7J47
MI,Baldwin Field Office,43.9438,-85.84598,Voluntary,https://maps.app.goo.gl/pxE9uvj4k1CmapxV6
MI,Gabe's Country Smoked Products,44.79185,-85.8546,Voluntary,https://maps.app.goo.gl/ekYMcykPnnUTpkWY9
MI,US Forest Service Office Cadillac/Manistee Ranger Station,44.22311,-85.94001,Voluntary,https://maps.app.goo.gl/xdo1p9mVThUntpxF9
MI,Sanford Field Office,43.66862,-84.37211,Voluntary,https://maps.app.goo.gl/241C8Z7eHHi7wNqT8
MI,Lake City,44.33557,-85.20963,Voluntary,https://maps.app.goo.gl/15AwLbVeu7wXqURL6
MI,Montcalm Twp. Hall,43.26226,-85.25592,Voluntary,https://maps.app.goo.gl/LbLrk9yf4yW4xDua9
MI,Atlanta Field Office,45.00936,-84.1461,Voluntary,https://maps.app.goo.gl/AHHzwPcXoKQPpmtE9
MI,Hillman,45.00863,-83.9725,Voluntary,https://maps.app.goo.gl/779yXHQTqYWGnhcz9
MI,Rifle River Recreation Area,44.42152,-84.01281,Voluntary,https://maps.app.goo.gl/573DEEqRfdvYddeJ8
MI,Tractor Supply Company,44.27468,-84.22374,Voluntary,https://maps.app.goo.gl/pCtFXgUdNvveYSdf7
MI,West Branch Field Office,44.32141,-84.22622,Voluntary,https://maps.app.goo.gl/UsHgQgSh4XsGho2b7
MI,Evart Field Office,43.90115,-85.24564,Voluntary,https://maps.app.goo.gl/eqUyte66TrYH8CTC6
MI,Mio Field Office,44.66393,-84.12805,Voluntary,https://maps.app.goo.gl/6PksJPBvckMdJ1J36
MI,Gaylord Customer Service Center,45.02847,-84.70907,Voluntary,https://maps.app.goo.gl/FtcB1MioUR39cJGUA
MI,Onaway,45.35788,-84.22617,Voluntary,https://maps.app.goo.gl/oThE1QnwBcQgkAwR6
MI,Rogers City,45.41849,-83.83116,Voluntary,https://maps.app.goo.gl/hf6qonbM9CYFRBEQ8
MI,Roscommon Customer Service Center,44.46263,-84.60145,Voluntary,https://maps.app.goo.gl/i2D5L6rnKNNaS8A2A
MI,Cadillac Customer Service Center,44.21529,-85.40582,Voluntary,https://maps.app.goo.gl/LiaYvMomSS9LD2AD7
LA,Baton Rouge,30.39873,-91.12846,Voluntary,https://maps.app.goo.gl/MXMCdXFEMpiDhwfN7
LA,Hammond,30.47211,-90.49693,Voluntary,https://maps.app.goo.gl/FUJSQyZjqidbgPxK8
LA,Lafayette,30.22113,-92.05394,Voluntary,https://maps.app.goo.gl/ytHMcYQHtiXwWgHz5
LA,Lake Charles,30.22686,-93.14783,Voluntary,https://maps.app.goo.gl/W8rbuWFTmEB2fr8J6
LA,Minden,32.57682,-93.16263,Voluntary,https://maps.app.goo.gl/M3FKCKVe28yR72W77
LA,Monroe,32.5889,-92.06224,Voluntary,https://maps.app.goo.gl/KTrZXoetgkmgGA1w6
LA,Pineville,31.34719,-92.43161,Voluntary,https://maps.app.goo.gl/47e4TAxBEA7zDpAw8
WV,Junior Fire Department,38.97822,-79.94973,Mandatory,https://maps.app.goo.gl/72rCsmBwGfsK5kUi7
WV,Longview One Stop,38.37163,-80.59752,Mandatory,https://maps.app.goo.gl/8wy9BbGkT26xxVTM6
WV,Nestorville Community Church,39.39602,-80.30012,Mandatory,https://maps.app.goo.gl/bVTLKunDqLQvmuFh8
WV,Mattchew's Bar and Grill,39.18071,-80.0544,Mandatory,https://maps.app.goo.gl/axrxPawYe8HagNcm8
WV,Barbour County Fairgrounds,39.0422,-80.32499,Mandatory,https://maps.app.goo.gl/Kj8bA3ShUhDCFLaz7
WV,Kenna Exxon,38.67221,-81.65389,Mandatory,https://maps.app.goo.gl/ZVE67GmzN1VbBqVT7
WV,C-Mart,38.82319,-81.70771,Mandatory,https://maps.app.goo.gl/wBGRmAzv8Bp9p14a7
WV,Turkey Fork Grocery,38.93337,-81.63157,Mandatory,https://maps.app.goo.gl/k5Z929pxNvLCYHJr7
WV,C-Mart II,38.8244,-81.52161,Mandatory,https://maps.app.goo.gl/9XyQeZMy7gukmzcm8
WV,Old and New Sports,38.95815,-81.76951,Mandatory,https://maps.app.goo.gl/Eeey3ma8HYxVBaAX8
WV,Sandhill Foodmart,38.87202,-82.11509,Mandatory,https://maps.app.goo.gl/eJmwtTWsySqVZZUf9
WV,New Haven Marathon,38.9861,-81.97038,Mandatory,https://maps.app.goo.gl/61yj5Q2K1mGRB5cL6
WV,"Leon General, LLC",38.66407,-81.94976,Mandatory,https://maps.app.goo.gl/mQ7LpPUuFtswcPCp9
WV,Jerrys Run Food Mart,38.65931,-82.16768,Mandatory,https://maps.app.goo.gl/QyRdqZXFSb9dDtbo9
WV,Deans Variety Mart,38.98205,-80.0854,Mandatory,https://maps.app.goo.gl/rHMwWELfRKmEx2hu7
WV,Tractor Supply Co.,38.80955,-79.90156,Mandatory,https://maps.app.goo.gl/b1rpW9byZH66aGNQ7
WV,WVDNR District 3 Office,39.03692,-80.33059,Mandatory,https://maps.app.goo.gl/p65Z7Zh9iGGRq8ys5
NY,DEC's Region 8,42.90361,-77.67433,Voluntary,https://maps.app.goo.gl/SgeYCfaiDAykadfQ6
NY,DEC's Region 9,42.63467,-78.53105,Voluntry,https://maps.app.goo.gl/3bf9gfVyFmY8wnWb6
WI,ABRAMS BP,44.7454,-88.04808,Voluntary,https://maps.app.goo.gl/5p2bhrHphxK4DNEfA
WI,ALL SEASON TAXIDERMY,44.0747,-89.2879,Voluntary,https://maps.app.goo.gl/CQ1GW7tTDEVkM46d8
WI,ANTIGO DNR SERVICE CENTER,45.16043,-89.13841,Voluntary,https://maps.app.goo.gl/xhcu23wPb45Bhw9y9
WI,BAIT BOX,46.69087,-92.02705,Voluntary,https://maps.app.goo.gl/QJM9yzvTf1Vqj8qn9
WI,BERNDT'S HIDE SERVICE,42.66678,-88.22855,Voluntary,https://maps.app.goo.gl/9yGRdzYNwzzuumyL9
WI,BREAKER TAXIDERMY,44.74081,-89.06317,Voluntary,https://maps.app.goo.gl/MwkoXGNhdGZzyfC77
WI,BROOKLYN TOWN HALL,43.84415,-88.96011,Voluntary,https://maps.app.goo.gl/t655XhBGKRPfdEfV6
WI,CUMBERLAND DNR SERVICE CENTER,45.5368,-92.02165,Voluntary,https://maps.app.goo.gl/5nRwF9NLY7RZJKLi8
